segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
3,86,tube,ball_pivoting,0.8322507797387675,0.14151675768027805,0.026232462580954442,0.07553392669512715,0.9102618681662513,1,0.008804161025604447,0.024676475987986207,0.018636304781752266,1,False,86,116,valve_0261_lidar_classes.ply
5,1678,complex,poisson,0.145251345698013,0.7797277137884612,0.07502094051352574,0.09334460838982352,0.822185912662448,1,0.020345369095780684,0.18104163080424285,0.09537504945229368,5,False,7531,14902,valve_0261_lidar_classes.ply
6,453,tube,ball_pivoting,0.5049065129088528,0.22486705905244436,0.2702264280387029,0.07343245048702536,0.9017933799826536,16,0.014124809787655714,0.031207668131406283,0.024836172371920734,12,False,453,501,valve_0261_lidar_classes.ply
7,118,tube,ball_pivoting,0.9760590447597628,0.005073383352383268,0.018867571887853977,0.07866547665195936,0.8314738764985418,3,0.009716838243368204,0.02248484395688832,0.01927254128942172,2,False,118,176,valve_0261_lidar_classes.ply
8,2132,complex,poisson,0.23814730799989856,0.6892913829000513,0.07256130910005006,0.07218853913846383,0.9195548574304832,1,0.012696090204804847,0.061992744692270584,0.030092686328919843,5,False,6871,13650,valve_0261_lidar_classes.ply
9,1106,tube,ball_pivoting,0.6193035866421382,0.34977487004425906,0.03092154331360275,0.05745027170942857,0.9445720528625979,3,0.010841615908054986,0.021763081005866523,0.01902242906483937,2,False,1106,1363,valve_0261_lidar_classes.ply
10,3227,complex,poisson,0.43514220537932874,0.22383260241103223,0.34102519220963906,0.04410453533058827,0.9701629153648332,5,0.012064664622580327,0.0640906259449957,0.030172222232038984,4,False,8215,16279,valve_0261_lidar_classes.ply
11,812,plane,alpha_shape,0.17700395877981945,0.7979260051360105,0.025070036084169946,0.04321143182449676,0.9615028269022392,1,0.012088299825285418,0.02327002707332651,0.021422379775983415,1,False,692,1536,valve_0261_lidar_classes.ply
12,1203,plane,alpha_shape,0.24621177404409045,0.6853815092374569,0.06840671671845268,0.047422294348534545,0.9577148506538989,1,0.01309265830578329,0.023408329678970687,0.023164447251756537,1,False,1020,2220,valve_0261_lidar_classes.ply
13,656,complex,poisson,0.19709393590351526,0.4445292691362936,0.35837679496019115,0.08027110627478237,0.8854330182265079,1,0.012939580741659943,0.03381577266839351,0.023855100085350987,2,False,3047,5881,valve_0261_lidar_classes.ply
2,547,complex,poisson,0.10655658854620886,0.519339120110772,0.3741042913430192,0.08136703892722648,0.8911200359925318,16,0.026437849012056272,0.12315651032651828,0.08056006384189833,2,False,4366,8431,valve_0262_lidar_classes.ply
3,63,tube,ball_pivoting,0.810084924142914,0.16895327876525373,0.020961797091832247,0.07533760209059426,0.8825666613733067,2,0.008982801462196124,0.057560199630984306,0.027471548729874017,3,False,63,77,valve_0262_lidar_classes.ply
5,1551,complex,poisson,0.4214651669932564,0.5093474361808773,0.06918739682586625,0.0949928930417539,0.8237357364803627,1,0.019662698721182335,0.18400465908307817,0.09178341300763863,5,False,6877,13526,valve_0262_lidar_classes.ply
6,429,complex,poisson,0.44298620612035744,0.18597498365091297,0.3710388102287296,0.08517741067420838,0.8508232582608222,22,0.03267860212061082,0.1477615224407363,0.09946881090634715,6,False,5198,10105,valve_0262_lidar_classes.ply
7,65,tube,ball_pivoting,0.9785311885109398,0.006072833437772307,0.015395978051287925,0.10315827301918602,0.8135424079504102,2,0.01593552094062799,0.03246521585015084,0.023679130937162736,4,False,65,49,valve_0262_lidar_classes.ply
8,1626,complex,poisson,0.32688570595851313,0.6254284828648428,0.04768581117664407,0.06192319742025975,0.9349727499594866,2,0.012856445660009421,0.08088578285337408,0.035150297296072594,2,False,4878,9687,valve_0262_lidar_classes.ply
9,1529,complex,poisson,0.3656773549691034,0.5902996416817435,0.04402300334915305,0.0630191390942313,0.9271375893880561,1,0.01417297757914902,0.08344680179684864,0.039368223301607254,5,False,5143,10182,valve_0262_lidar_classes.ply
10,3261,plane,alpha_shape,0.11741829254211757,0.511544999528546,0.3710367079293364,0.04563205157281125,0.9677384390170453,1,0.011299180468355097,0.018541677807353173,0.01914450534585518,5,False,2459,5516,valve_0262_lidar_classes.ply
11,540,plane,alpha_shape,0.37389250461828916,0.6054495353142956,0.020657960067415247,0.029412435880121022,0.9713985404597555,3,0.013090172058585972,0.02471533222340266,0.02326688619786685,2,False,484,1050,valve_0262_lidar_classes.ply
12,1352,plane,alpha_shape,0.23389162579433825,0.7085456286042197,0.05756274560144203,0.04698983559598727,0.958509293097834,1,0.012509222621859358,0.02231632853742212,0.022214943824474184,1,False,1108,2386,valve_0262_lidar_classes.ply
13,680,complex,poisson,0.1197207018657614,0.5850874272796361,0.2951918708546024,0.06635044377395834,0.9201465014395628,1,0.012836587149470488,0.03705908885728675,0.02454240376425071,1,False,2966,5737,valve_0262_lidar_classes.ply
2,372,complex,poisson,0.07890589233730927,0.6306386506050283,0.29045545705766246,0.06437838589099058,0.8906263568572731,13,0.026746205059182706,0.10993810619481083,0.07287694550905681,7,False,2560,4897,valve_0263_lidar_classes.ply
3,88,tube,ball_pivoting,0.8175362204954156,0.1565434496401418,0.02592032986444255,0.05430377508755097,0.9401660740624558,1,0.007853340312079555,0.016219052667379392,0.015192021397013611,1,False,88,120,valve_0263_lidar_classes.ply
5,1555,complex,poisson,0.3789465322825492,0.5533941677739029,0.06765929994354779,0.0949572653115051,0.8214379092950782,1,0.016907999059318352,0.11167679461763205,0.05772272202388392,5,False,5995,11819,valve_0263_lidar_classes.ply
6,459,complex,poisson,0.18991835219406736,0.4032800690878904,0.40680157871804223,0.0754526390452492,0.8743013152178329,17,0.025699018979970772,0.18710971788595118,0.09764382909870607,4,False,4655,9058,valve_0263_lidar_classes.ply
7,113,tube,ball_pivoting,0.9736776445461374,0.006022054493936154,0.020300300959926507,0.09434122278123248,0.8257543700688085,2,0.010217569281459069,0.017762388748715215,0.01833716326419667,2,False,113,166,valve_0263_lidar_classes.ply
8,1045,tube,ball_pivoting,0.6023297623832811,0.3674226010532702,0.03024763656344879,0.05274346060325705,0.9497215376657986,5,0.010717795786249398,0.02441655891922449,0.019581746294179646,3,False,1045,1295,valve_0263_lidar_classes.ply
9,2176,complex,poisson,0.27973318811330844,0.6412364987213023,0.07903031316538925,0.0723068885018502,0.9228781897722478,2,0.012542287659318226,0.03980490487257476,0.02477496740587512,5,False,6727,13292,valve_0263_lidar_classes.ply
10,3079,complex,poisson,0.46451632032663415,0.17800189164945046,0.3574817880239154,0.04725973845295621,0.9659101754330308,3,0.011958628656762315,0.0671004296234608,0.031197211717369614,1,False,7747,15366,valve_0263_lidar_classes.ply
11,887,complex,poisson,0.2036469047136765,0.7701970004931245,0.0261560947931991,0.05284312087885227,0.9499423930136349,1,0.020944893759652573,0.2777401209718869,0.13456491444402366,2,False,5696,11198,valve_0263_lidar_classes.ply
12,1323,plane,alpha_shape,0.23832384285345729,0.6848688405035966,0.076807316642946,0.0471950336680191,0.9592499884812169,1,0.012413919817437266,0.023358477825384864,0.022670080205113786,1,False,1082,2370,valve_0263_lidar_classes.ply
13,688,complex,poisson,0.20808673600020852,0.3686937145024372,0.4232195494973543,0.08224938506395664,0.8876128176829883,1,0.013035094517541727,0.03376506559114238,0.024317220513497995,4,False,3247,6277,valve_0263_lidar_classes.ply
2,443,complex,poisson,0.3365128577112038,0.3216985369552794,0.34178860533351685,0.07535023621155845,0.8534676146384558,16,0.031897637759745766,0.11315441322361158,0.07732108882515212,5,False,2963,5693,valve_0264_lidar_classes.ply
3,68,tube,ball_pivoting,0.8557929819070935,0.12262592566503869,0.021581092427867803,0.06356909366625683,0.925334041659865,1,0.008354366141172449,0.03609702026525879,0.020498516369149927,1,False,68,93,valve_0264_lidar_classes.ply
5,1611,complex,poisson,0.28578129580521533,0.6286273393385323,0.08559136485625239,0.09529608334577372,0.8195027174103217,1,0.020739505937953595,0.24203010823952992,0.1127280017165364,2,False,7902,15520,valve_0264_lidar_classes.ply
6,506,complex,poisson,0.09528341638152087,0.47937913353728606,0.42533745008119306,0.06566361518857973,0.9133510047204828,17,0.02621321376068777,0.13646580260626556,0.08838647574678328,8,False,5368,10314,valve_0264_lidar_classes.ply
7,81,tube,ball_pivoting,0.9724908594466662,0.007059622390938291,0.020449518162395534,0.07038928600325761,0.8704247483796941,3,0.023044828979352852,0.046767937387631825,0.024374172621167246,6,False,81,34,valve_0264_lidar_classes.ply
8,1547,complex,poisson,0.38416503757691206,0.5795117477926196,0.03632321463046831,0.06201274508828237,0.9305209504830332,1,0.014570133495632045,0.19902809950598666,0.06640827127673928,3,False,5877,11591,valve_0264_lidar_classes.ply
9,2259,complex,poisson,0.31326583839331035,0.6321220943154905,0.0546120672911992,0.061903530763813525,0.9306386858303265,2,0.011579941702794751,0.03843253320779587,0.023308361902574244,1,False,6262,12421,valve_0264_lidar_classes.ply
10,3377,complex,poisson,0.06299650314268204,0.45542473086106117,0.4815787659962568,0.04304432045298482,0.9702333493111522,7,0.011931343190106358,0.061038105457148266,0.028179303783442113,1,False,8019,15839,valve_0264_lidar_classes.ply
11,829,plane,alpha_shape,0.019063818638618592,0.947389185857179,0.03354699550420248,0.04460564847775514,0.9618233860276634,2,0.011997023294016557,0.021311712727928398,0.021338593854578612,1,False,694,1516,valve_0264_lidar_classes.ply
12,1212,plane,alpha_shape,0.16554988868294543,0.7692889595567802,0.06516115176027427,0.04389781796260011,0.9588322621224782,1,0.012563895186258925,0.02274237428022971,0.02203521148463896,2,False,1026,2268,valve_0264_lidar_classes.ply
13,701,complex,poisson,0.17740181123757362,0.4325096537318896,0.39008853503053675,0.08136232623410349,0.8882697021356148,2,0.013103875557782748,0.02970376763685618,0.02289370720696819,2,False,3084,5973,valve_0264_lidar_classes.ply
2,456,complex,poisson,0.09641719227677589,0.5674122737745407,0.3361705339486834,0.0786705744718979,0.8740435571093986,17,0.036839413625642504,0.13075055280454076,0.08126401229593977,12,False,3332,6312,valve_0265_lidar_classes.ply
3,83,tube,ball_pivoting,0.789224931111161,0.18692281326543328,0.02385225562340568,0.05746177280432981,0.9467812740156922,1,0.008829948971340757,0.025870353010152895,0.018704640833726454,1,False,83,109,valve_0265_lidar_classes.ply
5,1537,complex,poisson,0.2617492398972016,0.6667900614383597,0.07146069866443863,0.09487537701998508,0.8120631435602157,1,0.01837515576554695,0.15799913416441633,0.0689902727962176,1,False,6380,12641,valve_0265_lidar_classes.ply
6,370,complex,poisson,0.12072606507883892,0.4711843738853612,0.4080895610357999,0.08102275431965106,0.8519300227852086,17,0.026990859675166567,0.1245498078583984,0.07932214135591703,7,False,3884,7442,valve_0265_lidar_classes.ply
7,101,tube,ball_pivoting,0.9777291341089438,0.0008999899650005575,0.021370875926055643,0.0845485832085164,0.8605706492720697,2,0.008977748703834599,0.018068894946997847,0.016960109777304125,2,False,101,141,valve_0265_lidar_classes.ply
8,1215,tube,ball_pivoting,0.5331438906657228,0.4351451552451548,0.031710954089122445,0.06382114455339884,0.9327295422102001,6,0.01148017857268123,0.026826465015131095,0.020587015155555787,6,False,1215,1438,valve_0265_lidar_classes.ply
9,2139,complex,poisson,0.2326542342115089,0.6788771878102566,0.08846857797823449,0.0685938439061359,0.9195428346469833,1,0.012709338649068187,0.05370303728589487,0.027489882697572673,5,False,7080,14037,valve_0265_lidar_classes.ply
10,3010,complex,poisson,0.2668930853145288,0.29778502656000805,0.43532188812546313,0.0482205859112329,0.9658248368571714,3,0.012465472369093015,0.07622563863387373,0.03425221215401187,3,False,7715,15274,valve_0265_lidar_classes.ply
11,658,plane,alpha_shape,0.3711962553522739,0.6054986711720457,0.023305073475680418,0.03708928953259745,0.971792616968195,1,0.012482974165255359,0.02118260130301006,0.021279453028331154,2,False,556,1194,valve_0265_lidar_classes.ply
12,1391,plane,alpha_shape,0.10440490092029138,0.8289598260482213,0.06663527303148734,0.047671687296395225,0.9553092491960765,1,0.012890957944961475,0.022962646832606935,0.02307716859817139,1,False,1140,2514,valve_0265_lidar_classes.ply
13,701,complex,poisson,0.30134867148058353,0.2907490290560058,0.4079022994634106,0.0732340451892434,0.9111706804605879,1,0.012482666937756341,0.03378610179448545,0.02349956421302535,3,False,2606,5021,valve_0265_lidar_classes.ply
2,570,complex,poisson,0.2138451583264138,0.4503740106357133,0.3357808310378729,0.07822089930558884,0.8919244095385548,16,0.02630393169257368,0.1291285980074696,0.08384313037532248,6,False,4854,9268,valve_0266_lidar_classes.ply
3,90,tube,ball_pivoting,0.7834781982680917,0.188684109664319,0.027837692067589296,0.05803295123499987,0.9217418135428568,1,0.00961333821927523,0.024660054034743903,0.018352971749550112,1,False,90,131,valve_0266_lidar_classes.ply
5,1586,complex,poisson,0.3535313784593803,0.573890392482421,0.07257822905819869,0.09172520253778932,0.8262078429954156,1,0.02045953655078071,0.19841126590107971,0.09916976305687314,3,False,7533,14830,valve_0266_lidar_classes.ply
6,401,sphere,poisson,0.12211096246180729,0.44720760145644645,0.43068143608174625,0.08255407680202603,0.8429970821915705,19,0.029719971528295138,0.16296218608320118,0.10392941265406079,6,False,4693,9085,valve_0266_lidar_classes.ply
7,92,tube,ball_pivoting,0.9747246960556776,0.006220234508143117,0.019055069436179364,0.08124562242164327,0.8214019741459636,2,0.011321307291692402,0.024347695937275846,0.020273977291286424,2,False,92,111,valve_0266_lidar_classes.ply
8,1034,complex,poisson,0.43604172666516283,0.5335335190994939,0.030424754235343264,0.05995062951198668,0.9334946022842372,1,0.015976789564966534,0.11560976584286226,0.057595713565852864,4,False,4267,8321,valve_0266_lidar_classes.ply
9,2288,complex,poisson,0.37049442784830544,0.5724071901082576,0.057098382043436986,0.07000422184360691,0.9220515336187172,1,0.012459455451685244,0.05641370602156451,0.02775058753362004,2,False,6983,13881,valve_0266_lidar_classes.ply
10,3416,complex,poisson,0.4155261367520337,0.2924981985866765,0.2919756646612898,0.045832762311204624,0.9690189864954392,6,0.011531645600266037,0.06676061284549306,0.030611151402134114,4,False,8418,16640,valve_0266_lidar_classes.ply
11,828,plane,alpha_shape,0.12967096489203309,0.8426712105780286,0.027657824529938268,0.04140892434784657,0.9656645662157463,2,0.012370824149666492,0.020687306148681396,0.021750492341408023,1,False,700,1518,valve_0266_lidar_classes.ply
12,1209,plane,alpha_shape,0.14886449463785745,0.7850093941459005,0.06612611121624207,0.04314542881917696,0.9602450175798388,1,0.01239413050416336,0.023025400923094907,0.022232519033986625,1,False,1020,2240,valve_0266_lidar_classes.ply
13,706,complex,poisson,0.17171944207476442,0.36774739641129467,0.4605331615139409,0.07853112512357908,0.8945387670924986,1,0.012699781765243365,0.030788326007409834,0.022966114740117522,2,False,3021,5830,valve_0266_lidar_classes.ply
2,460,complex,poisson,0.20814766334418855,0.5480505126574688,0.24380182399834255,0.075317317288456,0.8878041959258182,13,0.03304624303982476,0.15492399656021336,0.09802856505221082,2,False,3921,7557,valve_0267_lidar_classes.ply
3,71,tube,ball_pivoting,0.8589355086934736,0.11871400671483315,0.02235048459169332,0.07436819453045443,0.8802173436535397,1,0.010736715948445772,0.02926695492927062,0.021746749911331582,1,False,71,91,valve_0267_lidar_classes.ply
5,1578,complex,poisson,0.3800097898704713,0.5530332569040798,0.0669569532254489,0.09962541210976476,0.8185994270313006,1,0.019143684590862978,0.15660275245952043,0.07632716822156799,5,False,6608,13057,valve_0267_lidar_classes.ply
6,331,complex,poisson,0.18959370688699573,0.4750656061550255,0.33534068695797875,0.07626102472716081,0.8861112149579714,18,0.03267474177545465,0.17811747287761642,0.11040361234947026,7,False,4956,9581,valve_0267_lidar_classes.ply
7,90,tube,ball_pivoting,0.9782678146116502,0.006306411029455046,0.015425774358894744,0.10371006758295545,0.7967982667951428,2,0.025318441859090417,0.052531810485746205,0.029907709740884414,4,False,90,58,valve_0267_lidar_classes.ply
8,1274,complex,poisson,0.37465665141322607,0.5687959367368873,0.05654741184988653,0.055156875895071907,0.9369484099215122,3,0.015967151005720884,0.165413378138142,0.06347953039767903,2,False,4564,9007,valve_0267_lidar_classes.ply
9,1835,tube,ball_pivoting,0.5853242295607175,0.3741781921965317,0.04049757824275087,0.06576756803134114,0.9240849721649295,3,0.011400175916856513,0.01945860310074806,0.01994183891143898,4,False,1835,2366,valve_0267_lidar_classes.ply
10,3040,complex,poisson,0.37381321067387163,0.254661894962128,0.3715248943640004,0.044177221434648944,0.9667647857863008,5,0.012296584328597579,0.06575758709694518,0.03094724374759947,1,False,7161,14143,valve_0267_lidar_classes.ply
11,823,plane,alpha_shape,0.3125655536639469,0.6607390424286952,0.02669540390735798,0.04135994491926089,0.9644801793232127,2,0.01338068135885486,0.021129548950538833,0.021744336465152957,2,False,688,1484,valve_0267_lidar_classes.ply
12,1151,plane,alpha_shape,0.19065393455038124,0.7386862469603368,0.07065981848928195,0.04332755997001171,0.9617883782236984,1,0.013481385953426605,0.02608432343800375,0.024254081772006456,2,False,930,2040,valve_0267_lidar_classes.ply
13,657,complex,poisson,0.08669736385689289,0.5352188671117092,0.3780837690313979,0.08310709137505656,0.8838127049635928,1,0.012854454545873363,0.034706293346383636,0.023945251531570906,1,False,2714,5235,valve_0267_lidar_classes.ply
2,608,complex,poisson,0.1836059117671077,0.5163330355156172,0.3000610527172752,0.08267078877936047,0.8672177141572881,16,0.023657827508796855,0.11612037826394044,0.07322483359918647,3,False,4258,8208,valve_0268_lidar_classes.ply
3,62,tube,ball_pivoting,0.8870266743713718,0.0911777547254707,0.021795570903157403,0.0630681269791655,0.9378822518590811,2,0.007754191252493246,0.04954307507289041,0.02335760959273729,1,False,62,89,valve_0268_lidar_classes.ply
5,1526,complex,poisson,0.3872478654405599,0.5342024302144017,0.07854970434503836,0.09468344716396868,0.8268006942896087,1,0.021070182118164717,0.21927375729919407,0.10108422237481753,4,False,7300,14360,valve_0268_lidar_classes.ply
6,212,complex,poisson,0.21336754920501716,0.4136839904173015,0.37294846037768137,0.0890184985020644,0.892312287222888,18,0.03741405070692516,0.1781784813663465,0.11375591257925416,2,False,3894,7502,valve_0268_lidar_classes.ply
7,65,tube,ball_pivoting,0.9792404091672415,0.002869949167780594,0.01788964166497792,0.09532227904926005,0.8221808509286165,2,0.014892092877408697,0.029167284894479027,0.02246386934195658,3,False,65,59,valve_0268_lidar_classes.ply
8,988,complex,poisson,0.3375873142926626,0.627148991743954,0.03526369396338338,0.05220583338842358,0.9390418745466708,1,0.01742554706155618,0.14126447449207596,0.06494519920561716,3,False,4616,9109,valve_0268_lidar_classes.ply
9,1792,complex,poisson,0.40842255088185725,0.5388601867316177,0.052717262386525,0.067028579961279,0.9179244822570599,1,0.01242544533686417,0.052149018708679815,0.027436773251829173,2,False,4640,9189,valve_0268_lidar_classes.ply
10,3366,complex,poisson,0.25237709502317884,0.4311083271749191,0.31651457780190206,0.05341637357269633,0.9604810606470213,2,0.012038011550129917,0.09579147884332162,0.040409941826058074,7,False,8670,17131,valve_0268_lidar_classes.ply
11,786,plane,alpha_shape,0.11504479073017908,0.8564932744748625,0.028461934794958413,0.04839340579648004,0.9571705762564757,1,0.012841065087641611,0.021449548659827428,0.022646529299177116,2,False,653,1344,valve_0268_lidar_classes.ply
12,1181,plane,alpha_shape,0.09398072311528531,0.8237828134300753,0.08223646345463936,0.04141106962119295,0.9641077738570936,1,0.012865985176230312,0.022313566630386802,0.0227308431213097,2,False,1004,2144,valve_0268_lidar_classes.ply
13,655,complex,poisson,0.03802239659655059,0.6011011308024093,0.3608764726010401,0.07462513409885498,0.9111390480635929,1,0.012879875255812889,0.034724064360125734,0.02398368733426978,1,False,2984,5766,valve_0268_lidar_classes.ply
2,697,complex,poisson,0.10403267056193546,0.5229922621022701,0.37297506733579433,0.08291806197929368,0.8699852011501619,15,0.02413124168112701,0.1559993279833625,0.08681269451328295,4,False,5210,10081,valve_0269_lidar_classes.ply
3,87,tube,ball_pivoting,0.7663500865476246,0.20502733319822763,0.028622580254147774,0.0604075461496544,0.9187676510696043,1,0.008296900948676297,0.020027146821476157,0.017037190924134298,1,False,87,125,valve_0269_lidar_classes.ply
5,1537,complex,poisson,0.25354675067102217,0.6665056868512306,0.07994756247774724,0.09943512542243045,0.8160309383499034,1,0.020932084209171566,0.21366531778001452,0.1034130805772511,1,False,7512,14779,valve_0269_lidar_classes.ply
6,118,complex,poisson,0.3832097852112027,0.2999103386419335,0.3168798761468638,0.05055527465946662,0.8890321977069865,14,0.049661378187375586,0.16264875448967733,0.12428324626225085,9,False,3918,7419,valve_0269_lidar_classes.ply
7,110,tube,ball_pivoting,0.9748754344331493,0.0049264227633918824,0.02019814280345883,0.0940035266721876,0.8253925037773203,3,0.049527265864336756,0.08778597543786062,0.053001036898210716,2,False,110,18,valve_0269_lidar_classes.ply
8,1111,tube,ball_pivoting,0.606570969267504,0.36770166851986874,0.02572736221262727,0.058212898236237126,0.9436208256074228,4,0.011476265496343138,0.03262996533650819,0.021217289944717034,6,False,1111,1359,valve_0269_lidar_classes.ply
9,2351,complex,poisson,0.28828396755942953,0.6194770246456549,0.09223900779491556,0.06536562049415538,0.9244585445794538,1,0.012434190744550211,0.029012805954595204,0.021347662210998986,2,False,7460,14761,valve_0269_lidar_classes.ply
10,3015,complex,poisson,0.21234995531448048,0.36646378749075564,0.4211862571947639,0.0473729704790212,0.9679884130438644,2,0.012459211635397212,0.08492217544871311,0.03699646610771863,1,False,7590,15002,valve_0269_lidar_classes.ply
11,921,plane,alpha_shape,0.18566485320954015,0.7826108636327056,0.031724283157754204,0.04707209296453213,0.957425251506844,1,0.01231203150476723,0.02189172244723845,0.0217769731216282,2,False,751,1638,valve_0269_lidar_classes.ply
12,1186,plane,alpha_shape,0.278325095578124,0.6539253297595812,0.06774957466229482,0.04271983347057655,0.9626128842090234,1,0.012593106116488013,0.024209826334403488,0.022933237801296087,1,False,998,2186,valve_0269_lidar_classes.ply
13,659,complex,poisson,0.20136635447942985,0.4338830102921176,0.3647506352284525,0.07655422045916352,0.9008379316784401,1,0.012436407370479146,0.03531575663126518,0.024057982056467538,2,False,2584,4996,valve_0269_lidar_classes.ply
2,824,complex,poisson,0.02027215183792581,0.5381259488445426,0.44160189931753163,0.08435413366196587,0.8650042255502236,17,0.02252206232651531,0.13882741735255202,0.08393845618635451,6,False,6297,12265,valve_0270_lidar_classes.ply
3,62,tube,ball_pivoting,0.865137605907571,0.11056265103686237,0.024299743055566626,0.07759439934019519,0.914328157302496,2,0.009292972184676557,0.04218829467327608,0.021931337962379796,3,False,62,76,valve_0270_lidar_classes.ply
5,1776,complex,poisson,0.3632235953949201,0.5679666300341898,0.06880977457089009,0.09702883973386375,0.8255973201050257,1,0.018639100170247738,0.18758414417856856,0.0858212496869449,7,False,7646,15098,valve_0270_lidar_classes.ply
6,286,complex,poisson,0.15472490942942238,0.3667378497605868,0.4785372408099908,0.07645754652271701,0.880265023931254,21,0.0376720358489297,0.14631058718356932,0.11296777253612228,9,False,5027,9653,valve_0270_lidar_classes.ply
7,71,tube,ball_pivoting,0.972690308025081,0.014494862241654357,0.01281482973326466,0.08692349294648002,0.8729469044458746,2,0.009944741695284323,0.01803734199657591,0.01691374781330072,2,False,71,80,valve_0270_lidar_classes.ply
8,1556,complex,poisson,0.24096806369451038,0.7207564334860256,0.0382755028194641,0.05799637781283071,0.935386523010676,2,0.013914321692588652,0.16658427780477364,0.05722031205757147,3,False,5436,10760,valve_0270_lidar_classes.ply
9,1395,complex,poisson,0.2258353655292257,0.7276347153686529,0.04652991910212143,0.06424715954264083,0.9207825522080498,2,0.013543259212550897,0.0791322188415882,0.03644742719312102,4,False,4740,9342,valve_0270_lidar_classes.ply
10,4003,complex,poisson,0.1559503475492806,0.4111336469218868,0.4329160055288326,0.045779206820849336,0.9653772892203435,3,0.010429675501462437,0.03980329299826662,0.021268151253637298,4,False,9558,18908,valve_0270_lidar_classes.ply
11,761,plane,alpha_shape,0.10066866954914172,0.8752063564444887,0.024124974006369614,0.03841104898059581,0.9694784368168069,2,0.012447912247127619,0.021805042905169394,0.022152554708337817,1,False,673,1460,valve_0270_lidar_classes.ply
12,1332,plane,alpha_shape,0.16801286235550272,0.7579296416791278,0.07405749596536951,0.04472466716597357,0.9617601209374615,1,0.012484878692631799,0.020710179967671903,0.021863939748387635,1,False,1084,2348,valve_0270_lidar_classes.ply
13,646,complex,poisson,0.1317079356800417,0.49531031592911096,0.37298174839084736,0.08145440167998738,0.8972138382275887,1,0.012754719546461136,0.03158448862754579,0.022885442314515603,6,False,3029,5825,valve_0270_lidar_classes.ply
2,684,complex,poisson,0.10172778581234464,0.5552975875655142,0.3429746266221411,0.0889710990054729,0.8706054944611176,16,0.02594965577465925,0.15290562917293551,0.0913050839253685,4,False,5616,10874,valve_0271_lidar_classes.ply
3,79,tube,ball_pivoting,0.7482714140743856,0.22308317225662616,0.02864541366898831,0.07914209336775511,0.9142427320246109,1,0.012679193792243785,0.02284000239306012,0.022417212488850986,1,False,79,66,valve_0271_lidar_classes.ply
5,1575,complex,poisson,0.35484659607443636,0.5794460198408375,0.06570738408472616,0.09230793829293357,0.8328906668367755,1,0.020076099921150246,0.21426527068479234,0.10057708794933604,8,False,7529,14869,valve_0271_lidar_classes.ply
6,282,complex,poisson,0.14688155248854878,0.5006382389058351,0.35248020860561613,0.0836824497679504,0.8585514800716962,19,0.039303333093652075,0.1897233086381913,0.11478753763519614,2,False,5020,9669,valve_0271_lidar_classes.ply
7,102,tube,ball_pivoting,0.9773455591517118,0.00338688466805784,0.019267556180230322,0.08096257244104209,0.840044737727846,2,0.010432741906251198,0.021123331224944905,0.019310903108972263,3,False,102,149,valve_0271_lidar_classes.ply
8,1313,complex,poisson,0.4796257146290566,0.4875776943196851,0.03279659105125831,0.0644075314270865,0.9232994852279391,3,0.015282936339464474,0.24135571750640636,0.0810595624012383,2,False,4872,9600,valve_0271_lidar_classes.ply
9,1594,complex,poisson,0.24862944333446022,0.6870817016297514,0.06428885503578843,0.06038678487002272,0.9295718016836749,2,0.015770334651356115,0.1356619762198467,0.05342775792602211,6,False,5346,10566,valve_0271_lidar_classes.ply
10,3183,complex,poisson,0.2864132973816317,0.3536649811224245,0.3599217214959438,0.044457087303377316,0.9685438918967706,3,0.01179002692065461,0.06085688631700694,0.029091049527498865,7,False,8261,16308,valve_0271_lidar_classes.ply
11,606,plane,alpha_shape,0.28963982795576365,0.6837334009323456,0.026626771111890768,0.03129011109787142,0.9723971022298524,2,0.013455632590127163,0.021397299548867738,0.021699524973580873,4,False,533,1222,valve_0271_lidar_classes.ply
12,1157,plane,alpha_shape,0.23129497381000722,0.698792447957992,0.06991257823200073,0.042903132926703544,0.9590917995677691,1,0.01319475925314328,0.022360144855464257,0.02284394027295268,1,False,961,2104,valve_0271_lidar_classes.ply
13,741,complex,poisson,0.0994081129260322,0.472010177109828,0.4285817099641398,0.08051695209176694,0.8964609124742995,1,0.012966812720001126,0.031133865966468353,0.023428006858058747,1,False,2649,5113,valve_0271_lidar_classes.ply
2,593,complex,poisson,0.27006861150907996,0.4595314867643377,0.2703999017265824,0.08667070611625993,0.8691707795494537,15,0.026933904791521492,0.13170359285713315,0.07982141275436633,5,False,4223,8151,valve_0272_lidar_classes.ply
3,80,tube,ball_pivoting,0.7825033696283337,0.18811710616166138,0.029379524210004854,0.07038516563412991,0.9258634482873532,1,0.009347888637103514,0.021777929985345654,0.018477830106693967,1,False,80,103,valve_0272_lidar_classes.ply
5,1514,complex,poisson,0.3369126122131235,0.6104471203009599,0.05264026748591663,0.10164201943422144,0.8049048179080124,1,0.02178144821823468,0.22225669762818825,0.10961825071562538,3,False,7627,15039,valve_0272_lidar_classes.ply
6,222,complex,poisson,0.17978548944593262,0.527596920504939,0.2926175900491284,0.07793244128537084,0.845562779364969,13,0.03424353909599507,0.15379115439722993,0.10177698106125216,5,False,3124,5933,valve_0272_lidar_classes.ply
