segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
8,1657,complex,poisson,0.3530116559172726,0.6114911412843548,0.03549720279837267,0.06127507376399593,0.932748278554575,1,0.01336574523620852,0.10972609064849143,0.04277789413216616,4,False,5231,10390,valve_0143_lidar_classes.ply
9,1528,complex,poisson,0.3266930486685876,0.6255936363329243,0.04771331499848812,0.06869091387763276,0.9209735957564235,1,0.014839154369812249,0.09462301836948128,0.04452903444062334,3,False,5370,10663,valve_0143_lidar_classes.ply
10,3558,complex,poisson,0.1304087745051262,0.4498795460233787,0.41971167947149507,0.04728745823057896,0.9623099132862801,4,0.011283662330272289,0.06901783178136325,0.028509289162579374,3,False,8568,16969,valve_0143_lidar_classes.ply
11,796,plane,alpha_shape,0.15907962342456858,0.8166944618941959,0.024225914681235486,0.036054311589715116,0.9732459403927669,2,0.012207506561999194,0.02216360045802635,0.021321967146844766,1,False,688,1484,valve_0143_lidar_classes.ply
12,1407,plane,alpha_shape,0.17187695995693086,0.75247313063881,0.0756499094042591,0.04540772779628589,0.96192845499449,1,0.012110101574465496,0.02101102353356905,0.02150910655329976,1,False,1161,2486,valve_0143_lidar_classes.ply
13,658,complex,poisson,0.04822003929961054,0.5443691317170279,0.40741082898336145,0.07121355970929125,0.9155555707954363,1,0.011785900228942702,0.03442160690561165,0.02359564035483093,1,False,2896,5590,valve_0143_lidar_classes.ply
2,461,complex,poisson,0.38662079456918663,0.26386631015266987,0.3495128952781435,0.07572917745130822,0.9049981836487649,15,0.022777125942823283,0.10872015009599302,0.06927555220245947,6,False,3470,6654,valve_0144_lidar_classes.ply
3,74,tube,ball_pivoting,0.8255758834600468,0.14555411272948282,0.02887000381047042,0.060997349852221765,0.9223560644968092,1,0.008689643388338454,0.019536068547124988,0.01643267311580166,1,False,74,97,valve_0144_lidar_classes.ply
5,1493,complex,poisson,0.24585721675505967,0.6827474829270759,0.07139530031786447,0.10056757419971656,0.8064791703263123,1,0.016571427694372518,0.07649844457033933,0.04442339187489045,1,False,5099,10045,valve_0144_lidar_classes.ply
6,372,complex,poisson,0.37475956462306165,0.29822749676968313,0.3270129386072552,0.08187656082102245,0.8901153163582441,16,0.02596801446693209,0.1585472165769508,0.09197566555159735,3,False,3962,7609,valve_0144_lidar_classes.ply
7,76,tube,ball_pivoting,0.9590707671756891,0.012377551503799124,0.02855168132051171,0.06967269487052526,0.8783499043023199,3,0.008776463964855683,0.030254687206306842,0.020904658058975355,3,False,76,114,valve_0144_lidar_classes.ply
8,2170,complex,poisson,0.3492979132180142,0.6027193575252578,0.04798272925672793,0.0669986986157212,0.9219388593755121,4,0.012379363951193132,0.0649615264460711,0.029029421719376787,5,False,6571,13005,valve_0144_lidar_classes.ply
9,1504,tube,ball_pivoting,0.5013203994760606,0.46886761584292724,0.029811984681012267,0.06134538788068364,0.9359008659795002,2,0.011505868123339298,0.019600058253459854,0.019593209343484044,3,False,1504,2009,valve_0144_lidar_classes.ply
10,3496,complex,poisson,0.26388988049842627,0.38020300014692104,0.3559071193546527,0.04190686146821886,0.9704429129330874,7,0.011123067132071535,0.05747702747591353,0.027128897726680295,6,False,8696,17187,valve_0144_lidar_classes.ply
11,736,plane,alpha_shape,0.23416117352255778,0.7409310368552233,0.02490778962221893,0.041288182133936036,0.9631623566919673,2,0.01239276216924839,0.0210109517316621,0.021475531805856464,1,False,632,1364,valve_0144_lidar_classes.ply
12,1581,plane,alpha_shape,0.17138753388808436,0.7511913741157432,0.07742109199617243,0.04781738260542915,0.9597626282401326,1,0.01208978262344823,0.02118247102632165,0.021816449261937074,1,False,1303,2836,valve_0144_lidar_classes.ply
13,615,complex,poisson,0.1632532750388015,0.40942042015215585,0.42732630480904266,0.07643503428382073,0.9037748954307464,1,0.012072661687072793,0.036162232992743536,0.023353856051820693,2,False,3081,5962,valve_0144_lidar_classes.ply
2,689,complex,poisson,0.08410284886734831,0.5062464969285547,0.4096506542040969,0.08187697182568633,0.8881839295491687,16,0.022465689252303106,0.11839663948088593,0.07425280727477848,7,False,4677,9087,valve_0145_lidar_classes.ply
3,57,tube,ball_pivoting,0.8551354790994998,0.12526043124943853,0.019604089651061647,0.08153541602915101,0.8927793200641312,2,0.009573686225191806,0.032702244656758084,0.021138004126009434,1,False,57,62,valve_0145_lidar_classes.ply
5,1450,complex,poisson,0.28434245682697573,0.6558315602619559,0.05982598291106839,0.09482783391057577,0.8275938037177503,1,0.017758165587386274,0.10725284139797074,0.05901048381895127,8,False,5723,11275,valve_0145_lidar_classes.ply
6,229,complex,poisson,0.2253150657093372,0.3237524293476597,0.4509325049430031,0.08497738811140042,0.9127890575284165,20,0.04336004850296691,0.17647599869461797,0.12749836434796638,7,False,5299,10242,valve_0145_lidar_classes.ply
7,83,tube,ball_pivoting,0.9754341478244849,0.0031018063464573363,0.02146404582905776,0.10455302142310201,0.7937904306306738,2,0.011297941398895468,0.02446451563910905,0.02019641127187794,2,False,83,109,valve_0145_lidar_classes.ply
8,886,complex,poisson,0.34385207934038736,0.6231567853551702,0.03299113530444248,0.051710445162373615,0.9420571519942046,2,0.020279373388011415,0.16348673493296423,0.0818844198632362,5,False,4815,9465,valve_0145_lidar_classes.ply
9,1842,complex,poisson,0.47610165054956655,0.48465371441082544,0.03924463503960804,0.06865363219242088,0.9117116700142779,2,0.012272166588194324,0.04489247564276342,0.026167755017586128,3,False,4735,9362,valve_0145_lidar_classes.ply
10,3533,complex,poisson,0.2821461066327819,0.42262291150722975,0.2952309818599885,0.0481226795233035,0.9624490394221744,4,0.011907743068898732,0.07837561370824131,0.034377302666159695,2,False,9343,18508,valve_0145_lidar_classes.ply
11,512,plane,alpha_shape,0.2513866709828603,0.7297884193819717,0.018824909635168065,0.02891928027385709,0.9814861480145728,2,0.012897790779110688,0.022972103759588337,0.021721122454555826,1,False,468,1020,valve_0145_lidar_classes.ply
12,1362,plane,alpha_shape,0.17174650190384555,0.7586993559051005,0.06955414219105387,0.046182957549474234,0.9604270170590998,2,0.012769517737913369,0.023030498163196068,0.02290589443995327,1,False,1089,2334,valve_0145_lidar_classes.ply
13,765,complex,poisson,0.12353363887843966,0.4893021639690346,0.3871641971525257,0.07855914440482999,0.9021268419944036,1,0.012608977789569533,0.03458998562072843,0.02367652867291936,1,False,2800,5417,valve_0145_lidar_classes.ply
2,578,complex,poisson,0.2892400519807828,0.3714331484149873,0.3393267996042299,0.0876681668895299,0.8659684126796066,19,0.026890777140100318,0.1344583944535917,0.0854763278649623,8,False,4650,8955,valve_0146_lidar_classes.ply
3,56,tube,ball_pivoting,0.8683256453926965,0.11335111753606249,0.01832323707124091,0.07752838899865237,0.9493496197437201,2,0.008908566590788246,0.04512693556174433,0.02508632063686833,1,False,56,69,valve_0146_lidar_classes.ply
5,1720,complex,poisson,0.4308066126834323,0.5173718320029026,0.05182155531366513,0.09472824886369956,0.8283284009123862,1,0.019707098460315924,0.16490877463777354,0.08873738484341961,8,False,7316,14419,valve_0146_lidar_classes.ply
6,591,complex,poisson,0.10608062470415756,0.32949597627331406,0.5644233990225284,0.07821823174937155,0.8655730150838914,17,0.02497071088050184,0.15102196885720592,0.0855849467977214,2,False,5681,11012,valve_0146_lidar_classes.ply
7,78,tube,ball_pivoting,0.9766782702432982,0.007897629713845436,0.015424100042856263,0.09140426344949726,0.8344533561484039,2,0.012277857091159434,0.02615264391491951,0.01901297104572945,2,False,78,82,valve_0146_lidar_classes.ply
8,1462,complex,poisson,0.30748595447673976,0.6450749812349537,0.04743906428830662,0.06435048093869497,0.92614322495405,3,0.013703867201212833,0.09198060874292285,0.04097929915220565,4,False,5218,10297,valve_0146_lidar_classes.ply
9,1629,complex,poisson,0.2271612485101857,0.7318576617801928,0.04098108970962145,0.0587285794057133,0.935781366456348,3,0.013775717936420424,0.1447962618276407,0.05245927843012426,3,False,5471,10827,valve_0146_lidar_classes.ply
10,3967,complex,poisson,0.08370536692822637,0.4768672355930014,0.43942739747877224,0.04320421015928937,0.96955644447322,3,0.010392696984313518,0.03976499421902795,0.02118591022602495,10,False,10088,19939,valve_0146_lidar_classes.ply
11,674,plane,alpha_shape,0.2944477616222148,0.6810448516153791,0.024507386762406103,0.033597865209684406,0.9761955944001851,1,0.011565316333191975,0.01958833961890169,0.02019544844190463,2,False,608,1312,valve_0146_lidar_classes.ply
12,1179,plane,alpha_shape,0.2420156654597128,0.67741246526441,0.08057186927587726,0.03990713565147623,0.9663522183427178,1,0.012015558147708365,0.02067806932192512,0.02130192770248405,1,False,998,2184,valve_0146_lidar_classes.ply
13,718,complex,poisson,0.01986780072450028,0.5360761689857724,0.4440560302897273,0.0787056558378894,0.9000510111043648,1,0.011680047743941217,0.0322550328239095,0.02262070862586573,2,False,2967,5732,valve_0146_lidar_classes.ply
2,702,complex,poisson,0.2492329516242128,0.4275728244822924,0.3231942238934948,0.08841677695234636,0.8618112188978361,16,0.027458385999019924,0.16973216154096096,0.1010168987097155,4,False,6165,12026,valve_0147_lidar_classes.ply
3,70,tube,ball_pivoting,0.8171258604572516,0.15767213061742397,0.025202008925324437,0.0758531168653026,0.9111568586713468,2,0.008403365840335188,0.04164400699377299,0.021628979163327733,1,False,70,88,valve_0147_lidar_classes.ply
5,1477,complex,poisson,0.2348108416133665,0.6896395943131216,0.07554956407351192,0.09630579516429459,0.8226352873960664,1,0.019631077037677302,0.18805903705297605,0.09011764363669382,3,False,6729,13323,valve_0147_lidar_classes.ply
6,95,complex,poisson,0.23588741161266785,0.5301015339263222,0.23401105446100998,0.036914553769523815,0.8081931045022557,12,0.04423972628761112,0.21217706694044283,0.1289884647606089,4,False,3391,6507,valve_0147_lidar_classes.ply
7,74,tube,ball_pivoting,0.9616909113495731,0.013823718461598756,0.024485370188828095,0.058215950276496106,0.8920798703464238,2,0.009379910201684919,0.024353358115204154,0.018993495833587445,3,False,74,107,valve_0147_lidar_classes.ply
8,2007,tube,ball_pivoting,0.5225252188841452,0.43257177992336415,0.044903001192490646,0.06608880873034723,0.919081521792306,1,0.011685226078306597,0.019676233093093368,0.020297112443996537,5,False,2007,2619,valve_0147_lidar_classes.ply
9,807,complex,poisson,0.5127349268073936,0.4481322438336473,0.039132829358959016,0.04381110850533084,0.9560846027212662,1,0.019628119579782756,0.21784628305134057,0.08553394080697822,2,False,4189,8176,valve_0147_lidar_classes.ply
10,3184,complex,poisson,0.36571813680954907,0.3401518707056122,0.29412999248483873,0.04583706589118315,0.9674322521406128,4,0.012556192650125803,0.08369180219905165,0.03624173673153999,3,False,8217,16261,valve_0147_lidar_classes.ply
11,644,plane,alpha_shape,0.11770834739090544,0.8603320186795365,0.02195963392955803,0.03182347076280252,0.9811125839267103,1,0.012516000754391916,0.02119337903756655,0.021361579151405262,2,False,562,1214,valve_0147_lidar_classes.ply
12,1401,complex,poisson,0.232440111072519,0.7130700998081435,0.05448978911933744,0.05121742161117451,0.9504924355081164,1,0.01531574260857971,0.1400748078804377,0.05534318274471979,3,False,5460,10766,valve_0147_lidar_classes.ply
13,739,complex,poisson,0.0904318514266965,0.568934098182052,0.34063405039125155,0.07090901166181633,0.9144659226659838,1,0.012762223416054796,0.03310531071021895,0.023934363621969074,1,False,2901,5606,valve_0147_lidar_classes.ply
2,586,complex,poisson,0.15205203164450296,0.5067854642804902,0.3411625040750068,0.07784542799294344,0.8941068087388895,15,0.023363614855222824,0.11254382195893978,0.06789973036023496,5,False,3625,6930,valve_0148_lidar_classes.ply
3,82,tube,ball_pivoting,0.7497599486315843,0.22462842432066807,0.025611627047747623,0.05650255416289391,0.9441233254150107,1,0.009207593439168094,0.023814036680793228,0.019636902031512048,1,False,82,109,valve_0148_lidar_classes.ply
5,1588,complex,poisson,0.3497475521405675,0.5877373771474504,0.06251507071198203,0.08842685019020788,0.8390075411113873,1,0.019898989786254682,0.2123655977551379,0.09458050196997733,1,False,7471,14776,valve_0148_lidar_classes.ply
6,199,complex,poisson,0.2530261585400224,0.42991919979158544,0.31705464166839215,0.06465013459709201,0.9226884464113081,16,0.03697337168870675,0.22779181173455854,0.12664456478160638,4,False,3839,7312,valve_0148_lidar_classes.ply
7,98,tube,ball_pivoting,0.9631446004479952,0.0083591918904812,0.028496207661523547,0.06817241595800795,0.8670508424861811,2,0.011663066970352654,0.024926267084607285,0.021515001394933758,2,False,98,134,valve_0148_lidar_classes.ply
8,1438,tube,ball_pivoting,0.5329786953544121,0.4352097021925711,0.03181160245301682,0.06286097655456493,0.9320743757372781,1,0.011564861177376491,0.023492635686218715,0.02090495426613162,1,False,1438,1848,valve_0148_lidar_classes.ply
9,1630,complex,poisson,0.2354513153822944,0.7041975369698762,0.06035114764782945,0.06067316749404225,0.9302093312043147,2,0.015022817693392058,0.13638031136767576,0.049601588055805765,4,False,5185,10209,valve_0148_lidar_classes.ply
10,3050,complex,poisson,0.25839890324076964,0.2743537266285924,0.46724737013063794,0.0518187954430146,0.9571759050715591,3,0.012452766014004293,0.05587778222310481,0.028232911396459455,2,False,7447,14698,valve_0148_lidar_classes.ply
11,643,plane,alpha_shape,0.2837746204115706,0.6945887186779447,0.021636660910484728,0.03556857000367621,0.9710203574583888,3,0.014865774239314134,0.021808060516643156,0.022043670722996397,2,False,553,1190,valve_0148_lidar_classes.ply
12,1364,plane,alpha_shape,0.22192177083777198,0.7257810749465015,0.052297154215726525,0.04690922080465049,0.9556079538973423,1,0.012688528637507525,0.021695901643723755,0.02274459729021084,1,False,1113,2424,valve_0148_lidar_classes.ply
13,747,complex,poisson,0.13462924847012966,0.4515979973534796,0.4137727541763907,0.08261049841557444,0.8920729111282809,1,0.013171016742642547,0.03791297753998851,0.025190755646302902,1,False,2710,5228,valve_0148_lidar_classes.ply
2,303,complex,poisson,0.41208004763374956,0.3869669391781242,0.20095301318812628,0.06327993480739459,0.8906736637061459,13,0.034071799819749914,0.11289109168796385,0.07567041763809153,7,False,1931,3679,valve_0149_lidar_classes.ply
3,86,tube,ball_pivoting,0.7829148385770839,0.18709303008259237,0.02999213134032379,0.06840509376241491,0.9142395712516038,1,0.009094701667362471,0.022411273487501385,0.01789756324315883,2,False,86,115,valve_0149_lidar_classes.ply
5,1505,complex,poisson,0.32012045836881525,0.619716697458142,0.06016284417304285,0.10313998762757821,0.8028885993783309,1,0.019452767332879248,0.15258077443990514,0.07456532465688735,2,False,6388,12610,valve_0149_lidar_classes.ply
6,547,complex,poisson,0.3962561611903195,0.3597151305882258,0.24402870822145475,0.06460784608967221,0.9000571284666494,14,0.02459032600411488,0.1321796683708341,0.08178862142059008,3,False,4255,8284,valve_0149_lidar_classes.ply
7,92,tube,ball_pivoting,0.9633168720792906,0.0165861703195904,0.020096957601119004,0.09881482050791116,0.8071623806295196,2,0.009301137498886839,0.019460389777749935,0.018470863527698105,2,False,92,125,valve_0149_lidar_classes.ply
8,1351,complex,poisson,0.41624539860156057,0.5270095314275504,0.05674506997088917,0.05662340309460983,0.9329586003710421,4,0.015239424983452073,0.17060247909662085,0.06342393891837032,4,False,4571,9021,valve_0149_lidar_classes.ply
9,1739,complex,poisson,0.48856790276740525,0.4656515917791192,0.04578050545347552,0.06581815262167054,0.9250058248898655,2,0.01332497664418805,0.12395392865779054,0.04321610036238942,4,False,4894,9660,valve_0149_lidar_classes.ply
10,3074,complex,poisson,0.4125899481726806,0.2250506418543048,0.36235940997301463,0.043933154873922936,0.9676957819239175,3,0.011493829718258243,0.05704278733572441,0.02765406528591157,2,False,7391,14563,valve_0149_lidar_classes.ply
11,784,plane,alpha_shape,0.18674965607090055,0.7847333296058401,0.02851701432325943,0.03342673868424563,0.9781812641609283,2,0.012625614640508645,0.02065689996092659,0.021105575889378808,1,False,684,1494,valve_0149_lidar_classes.ply
12,1306,plane,alpha_shape,0.08734305311774845,0.8293429071934165,0.08331403968883497,0.044535238824826996,0.9604927317901353,1,0.012622627918592618,0.023038900176481244,0.022498775125150777,1,False,1108,2404,valve_0149_lidar_classes.ply
13,708,complex,poisson,0.10014046149627845,0.5794026668286526,0.32045687167506887,0.08365111901177108,0.8897221263152502,1,0.01315065304509184,0.04149449764155606,0.025669387528343413,3,False,3048,5860,valve_0149_lidar_classes.ply
2,789,complex,poisson,0.1931009510675235,0.39808384409872494,0.40881520483375156,0.07145783767338557,0.9025902050885924,16,0.02486600915538652,0.14848842512012453,0.09251460174677432,2,False,6442,12612,valve_0150_lidar_classes.ply
3,68,tube,ball_pivoting,0.8165476689567599,0.1592018238191376,0.02425050722410248,0.08888858304326393,0.9000214660014245,2,0.007943160862452477,0.03206001325555203,0.01938203628198465,1,False,68,87,valve_0150_lidar_classes.ply
5,1550,complex,poisson,0.2899205183848136,0.6525195468311896,0.05755993478399684,0.09726945373621411,0.8162125900773083,1,0.01725294641158962,0.09550765759899497,0.05287001431019158,4,False,5718,11282,valve_0150_lidar_classes.ply
6,355,complex,poisson,0.4473554522515702,0.17194172079768585,0.3807028269507439,0.0606766593085601,0.9533503688709248,20,0.03243421238715684,0.1272887728084665,0.09118130664640106,4,False,4463,8601,valve_0150_lidar_classes.ply
7,94,tube,ball_pivoting,0.9726185883574928,0.006624969199708691,0.02075644244279847,0.10584461216765886,0.7965435608836566,2,0.017817567606886162,0.03781584580954242,0.024524838837139594,3,False,94,71,valve_0150_lidar_classes.ply
8,1815,complex,poisson,0.2376837140049308,0.7168461282684915,0.04547015772657775,0.05916698301077217,0.9315357698434397,2,0.013477890345219266,0.12944815869149903,0.046344699972855716,3,False,5677,11276,valve_0150_lidar_classes.ply
9,1752,complex,poisson,0.371130186139562,0.5813396167533376,0.047530197107100415,0.06701471081836124,0.9250238943358601,1,0.01340827580131318,0.10082391833626383,0.041910845249232206,8,False,5730,11324,valve_0150_lidar_classes.ply
10,3589,complex,poisson,0.13004692924767067,0.3342258479796176,0.5357272227727118,0.041818330657507966,0.9712682053331985,3,0.01056646723650724,0.04114829257440006,0.02164516727526645,2,False,8399,16600,valve_0150_lidar_classes.ply
11,585,plane,alpha_shape,0.43605273279727097,0.5421724409578829,0.021774826244846144,0.030738357551681538,0.9750220239362575,5,0.012590047843618283,0.02703518263315683,0.022660982499487732,2,False,528,1170,valve_0150_lidar_classes.ply
12,1278,plane,alpha_shape,0.1394057044440551,0.7878543596518929,0.07273993590405202,0.04546324823878046,0.963709878961552,1,0.01232810688773071,0.0227271739787999,0.02238665896677991,1,False,1074,2338,valve_0150_lidar_classes.ply
13,668,complex,poisson,0.17646955126440464,0.49890725907292255,0.3246231896626729,0.07109131501431847,0.9059742318373151,1,0.012641897787044597,0.03224929870452583,0.0233828037773991,1,False,2551,4922,valve_0150_lidar_classes.ply
2,683,complex,poisson,0.2717123393562834,0.4369173568867369,0.29137030375697975,0.08244434721437595,0.883878922955839,15,0.025004321181029843,0.13113845239245955,0.08396124072318363,4,False,4960,9674,valve_0151_lidar_classes.ply
3,55,complex,poisson,0.8392288176380657,0.14334164412671221,0.017429538235222135,0.03819430021527101,0.9835138390130647,2,0.01205243323633553,0.06389817155075583,0.039921834413709195,4,False,1370,2595,valve_0151_lidar_classes.ply
5,1413,complex,poisson,0.3055135047361075,0.6177434273603418,0.07674306790355072,0.0941110949252145,0.8264587690704012,1,0.017597637083673248,0.0945156104704732,0.05268454084870854,4,False,5551,10924,valve_0151_lidar_classes.ply
6,228,complex,poisson,0.2450935717194789,0.4183582389690568,0.33654818931146435,0.08260784195297569,0.8782803990237026,16,0.03782099645922576,0.1279695708570507,0.09360224889973859,8,False,2964,5631,valve_0151_lidar_classes.ply
7,89,tube,ball_pivoting,0.9781856696401964,0.0029796450456508945,0.018834685314152777,0.09831188884073509,0.8053723747358187,4,0.03666540640821161,0.05793007685377886,0.042138304122000605,5,False,89,22,valve_0151_lidar_classes.ply
8,1846,tube,ball_pivoting,0.5397978846896135,0.418758830917648,0.04144328439273846,0.06410361099781214,0.9249495055322806,2,0.011391250341777853,0.025813328725323284,0.020708864748286863,3,False,1846,2353,valve_0151_lidar_classes.ply
9,1177,tube,ball_pivoting,0.5242124572382395,0.4147252072945782,0.061062335467182316,0.0528222120942489,0.9432110622564192,2,0.012237595976721496,0.02061509104973618,0.021014162838361,6,False,1177,1647,valve_0151_lidar_classes.ply
10,3212,complex,poisson,0.4353796514030297,0.23395919914592345,0.3306611494510468,0.047386637695484034,0.9617813917833713,3,0.011626666197934506,0.05462192446590768,0.02700799915934801,2,False,7697,15147,valve_0151_lidar_classes.ply
11,660,plane,alpha_shape,0.14920515026187736,0.8256300014529582,0.02516484828516442,0.031214984584152342,0.9755355120987951,1,0.013609643510581682,0.022186583567840628,0.02174138827857966,1,False,567,1242,valve_0151_lidar_classes.ply
12,1359,plane,alpha_shape,0.2168020579159203,0.7113722435561515,0.07182569852792824,0.04528659705170787,0.9609933613465054,1,0.012448239821558337,0.021926132038526114,0.0220015720430849,1,False,1126,2422,valve_0151_lidar_classes.ply
13,776,complex,poisson,0.15840514361128163,0.3967321577840573,0.4448626986046611,0.08416931613059142,0.8847157823771032,1,0.013777986503455015,0.030940758427400513,0.02390073058718837,3,False,3290,6384,valve_0151_lidar_classes.ply
2,496,complex,poisson,0.10904149530317102,0.6042722760666778,0.28668622863015114,0.071562916380132,0.8611647596388038,15,0.032427960356064885,0.12196211600889287,0.07300035179789932,9,False,2807,5312,valve_0152_lidar_classes.ply
3,75,tube,ball_pivoting,0.8484625125264311,0.12507913990978103,0.026458347563787867,0.08740412955726796,0.9498170656611943,2,0.010171553087401499,0.02582710310936881,0.018192465717217957,1,False,75,84,valve_0152_lidar_classes.ply
5,1408,complex,poisson,0.24240640936154811,0.6931534255377547,0.06444016510069715,0.09929230042239165,0.8111466214358404,1,0.019515856698574717,0.16554362614021276,0.07852154118734966,1,False,6112,12041,valve_0152_lidar_classes.ply
6,383,complex,poisson,0.10454075140957408,0.5893236006509991,0.3061356479394268,0.07671262024093131,0.88365042801811,15,0.02474288388664971,0.14461096946799032,0.08099124785847696,5,False,4162,7995,valve_0152_lidar_classes.ply
7,80,tube,ball_pivoting,0.9696772049486336,0.012126105261289294,0.018196689790077086,0.08836037970776267,0.8718657780364749,2,0.013621203452373443,0.02309295250922075,0.021100313518287346,2,False,80,84,valve_0152_lidar_classes.ply
8,2096,tube,ball_pivoting,0.5863713129659693,0.3718201110812503,0.04180857595278033,0.06624090961789436,0.9246567099203664,3,0.01231039801418728,0.020929862836240324,0.021059509262514632,2,False,2096,2718,valve_0152_lidar_classes.ply
9,935,complex,poisson,0.5153728236087414,0.4308425915749663,0.05378458481629237,0.04507181201172972,0.9540775598613408,3,0.017578772972110527,0.1668747319686964,0.07221093941104148,1,False,3895,7610,valve_0152_lidar_classes.ply
10,3072,complex,poisson,0.37693260002624507,0.3080976723040048,0.3149697276697501,0.04716367373647812,0.9635222205067686,3,0.01221411175050157,0.08088822768052574,0.03554198426913515,1,False,7644,15116,valve_0152_lidar_classes.ply
11,729,plane,alpha_shape,0.2276588283205016,0.750888566159934,0.02145260551956431,0.039337303638675866,0.9739043022899632,1,0.012590714790302588,0.021214635788853888,0.021113367626922976,2,False,639,1358,valve_0152_lidar_classes.ply
12,1307,plane,alpha_shape,0.2041027146676422,0.7245248890507272,0.07137239628163058,0.04293621235285929,0.9631867246914312,1,0.012994491246521531,0.02380396068544067,0.0227391329922636,2,False,1074,2336,valve_0152_lidar_classes.ply
13,712,complex,poisson,0.11513238561198592,0.473454981873585,0.4114126325144291,0.07383236074937714,0.9090392484674261,1,0.012747602261669162,0.03252689620483019,0.02330879413493337,2,False,2794,5397,valve_0152_lidar_classes.ply
2,322,complex,poisson,0.4602858465604599,0.2680653564706198,0.27164879696892025,0.053939626199102114,0.9291108295341605,14,0.03433673579318743,0.12419309778077728,0.08048945343073285,4,False,2570,4923,valve_0153_lidar_classes.ply
3,86,complex,poisson,0.7863915194795813,0.18503158314212473,0.02857689737829389,0.056223357978165064,0.9501237362710107,1,0.010552060073014591,0.04484197694357882,0.029688312185866032,9,False,1555,2945,valve_0153_lidar_classes.ply
5,1593,complex,poisson,0.2544089029227072,0.681263989367798,0.06432710770949492,0.09154437950160577,0.8238526699001074,1,0.02206212476593618,0.26149610720664523,0.12513740617746116,3,False,7755,15276,valve_0153_lidar_classes.ply
6,611,complex,poisson,0.27880809291601055,0.3734412788520798,0.34775062823190966,0.06251141895911258,0.8964208423963117,13,0.0220171249408883,0.12728403610151662,0.07593024420355987,1,False,4618,8972,valve_0153_lidar_classes.ply
7,94,tube,ball_pivoting,0.9730315193183487,0.006680144827575994,0.020288335854075325,0.09341495993589785,0.8225762895854327,2,0.010092472755778016,0.021533572118657602,0.01918617989165087,2,False,94,125,valve_0153_lidar_classes.ply
8,2018,complex,poisson,0.17646633836067938,0.7606494178586463,0.06288424378067438,0.06942279970273586,0.9234451821963067,1,0.013764099464375582,0.05681123068313475,0.03136360522310137,1,False,6129,12143,valve_0153_lidar_classes.ply
9,1053,tube,ball_pivoting,0.5686856603595735,0.4104365077858032,0.020877831854623413,0.06672618006368215,0.9316205456563748,4,0.01166886768717276,0.02364860711175343,0.020300626269573047,2,False,1053,1300,valve_0153_lidar_classes.ply
10,3173,complex,poisson,0.3863221124608719,0.3038756112297773,0.30980227630935087,0.04442088532574846,0.9669874868338881,5,0.011940670699578717,0.06552196093252373,0.030371043944237296,16,False,9117,18016,valve_0153_lidar_classes.ply
11,608,plane,alpha_shape,0.2643381707110329,0.7115511409281536,0.02411068836081356,0.03392823648583545,0.972671794529182,3,0.0126052357145411,0.021164961956002554,0.02158888173605241,1,False,526,1170,valve_0153_lidar_classes.ply
12,1417,plane,alpha_shape,0.15663680985198153,0.7707937571657747,0.07256943298224387,0.04595750713812525,0.9573664855230409,1,0.012326323798612248,0.021623393848423926,0.021935036108822324,1,False,1182,2592,valve_0153_lidar_classes.ply
13,697,complex,poisson,0.18896914758624797,0.3394821477247741,0.4715487046889779,0.08278825645065153,0.8893709631227776,1,0.013284773814413025,0.03844217301679483,0.025246776991853022,4,False,3000,5807,valve_0153_lidar_classes.ply
2,518,complex,poisson,0.24560910338261638,0.444210478451374,0.31018041816600955,0.07823219362582688,0.8658124578992152,15,0.026014050271260383,0.16141544416624864,0.08695167536381383,7,False,3930,7528,valve_0156_lidar_classes.ply
3,84,tube,ball_pivoting,0.790887856800932,0.18506777462874865,0.024044368570319358,0.051322366629982165,0.9469925438375025,1,0.009045266846008903,0.01900728846011582,0.017278920862352762,1,False,84,117,valve_0156_lidar_classes.ply
5,1611,complex,poisson,0.2891120451484899,0.6483097560110461,0.06257819884046391,0.09525243931831241,0.8234744451774619,1,0.019127170926418368,0.20280120364055745,0.09240956535346515,5,False,7664,15099,valve_0156_lidar_classes.ply
6,247,complex,poisson,0.23790836538210783,0.3446086152487578,0.4174830193691344,0.09196305274259203,0.9028340456045298,15,0.03801369386189388,0.1592643981053946,0.12511791048671023,6,False,4302,8298,valve_0156_lidar_classes.ply
7,107,tube,ball_pivoting,0.97548635980221,0.0037782584578836646,0.020735381739906338,0.08846090599670949,0.8464526304299468,3,0.015189621662041087,0.021312927830843147,0.01968840786219467,2,False,107,150,valve_0156_lidar_classes.ply
8,1194,complex,poisson,0.42750113748573226,0.5351303190605918,0.0373685434536759,0.05151268053275175,0.94742376719662,2,0.014911246500401576,0.1276785929193604,0.05667956703090124,3,False,4816,9443,valve_0156_lidar_classes.ply
9,2235,complex,poisson,0.36447161546469486,0.5773890145452552,0.058139369990049934,0.06400303246876714,0.9322079480897154,1,0.012827484351381821,0.0915684430258262,0.038311158329675084,1,False,7070,14003,valve_0156_lidar_classes.ply
10,3534,complex,poisson,0.2606448390357757,0.40228795666759093,0.33706720429663345,0.045193335394691975,0.9690615394172482,7,0.011832364440608499,0.07617553060571704,0.0330960898973435,9,False,9399,18580,valve_0156_lidar_classes.ply
