file,label,n_points,density_qual,mean_neighbor_dist,uniformity,shape_type,elongation,surface_class,mean_curvature,curvature_std,normals_consistency,mean_normal_angle_deg,n_components,isolated_clusters,integrity,integrity_qual
valve_0006_lidar_classes.ply,2,657,medium,0.12524157255419488,0.38929759577698797,volumetric,2.4932833020478147,slightly curved,0.06402542326930646,0.0403676697562466,low (complex/noisy),31.683939663180375,18,2,0.0928462709284627,fragmented or many components
valve_0006_lidar_classes.ply,3,52,low,0.13992017632371848,0.4409769445848531,linear,43.38431888453991,slightly curved,0.05595915374680857,0.03728166883315208,medium (cylindrical/spherical),26.623443835321822,2,0,0.6538461538461539,fragmented or many components
valve_0006_lidar_classes.ply,5,1714,medium,0.1097282092088865,0.38758206726132916,planar,17.645830460155278,slightly curved,0.06996091746590329,0.04362686236338604,low (complex/noisy),32.622391982748056,5,4,0.9970828471411902,highly intact (one main component)
valve_0006_lidar_classes.ply,6,227,medium,0.18420095846530576,1.037000639204276,volumetric,1.8787749828266092,slightly curved,0.05535021575514435,0.03723698541830406,low (complex/noisy),29.282894720217012,25,11,0.13656387665198239,fragmented or many components
valve_0006_lidar_classes.ply,7,72,low,0.14557814837886365,0.425667426861414,linear,64.00226480449177,slightly curved,0.06622357701497007,0.04818129118441042,low (complex/noisy),33.589668379868826,4,2,0.5555555555555556,fragmented or many components
valve_0006_lidar_classes.ply,8,1784,medium,0.11152363033245777,0.45270117808680904,planar,28.635295800590278,slightly curved,0.05402724198241161,0.04032334810141266,medium (cylindrical/spherical),23.37587506524193,16,12,0.9753363228699552,mostly intact with small outliers
valve_0006_lidar_classes.ply,9,1575,medium,0.12337485685061336,0.38191993835451116,planar,21.072169943120407,slightly curved,0.05257180604084646,0.04266807527330922,medium (cylindrical/spherical),24.448125976435197,4,3,0.9980952380952381,highly intact (one main component)
valve_0006_lidar_classes.ply,10,3666,medium,0.10234413306835402,0.4158253068820145,volumetric,2.394894648183992,slightly curved,0.049210910266506994,0.04154473228424081,medium (cylindrical/spherical),19.34350775183573,16,13,0.9904528096017458,highly intact (one main component)
valve_0006_lidar_classes.ply,11,718,medium,0.12307244720800713,0.462826548817445,planar,40.965910370470446,slightly curved,0.036208415556203376,0.03161032938337727,medium (cylindrical/spherical),16.25765375107139,5,4,0.9930362116991643,highly intact (one main component)
valve_0006_lidar_classes.ply,12,1425,medium,0.11527527728884188,0.40569050686405117,planar,11.424799286416045,slightly curved,0.04649843694101175,0.0365902345605473,medium (cylindrical/spherical),19.843101397843714,8,6,0.991578947368421,highly intact (one main component)
valve_0006_lidar_classes.ply,13,672,medium,0.10549990886331713,0.31751275915510996,volumetric,2.6480795884163255,slightly curved,0.06694844513471694,0.04430698639998568,medium (cylindrical/spherical),25.917028177970817,3,1,0.9880952380952381,mostly intact with small outliers
valve_0007_lidar_classes.ply,2,872,medium,0.11641054035651421,0.3717080793192339,volumetric,2.215264458320597,slightly curved,0.07026674231829226,0.045547270643977296,low (complex/noisy),32.35852727294821,22,6,0.10665137614678899,fragmented or many components
valve_0007_lidar_classes.ply,3,54,low,0.14078721108504014,0.45548337647766585,linear,45.04733451545579,slightly curved,0.057064956058289866,0.03526828304059705,low (complex/noisy),33.89610612637416,2,0,0.5370370370370371,fragmented or many components
valve_0007_lidar_classes.ply,5,1594,medium,0.11014853606469155,0.35596269174263734,planar,12.375528112606142,slightly curved,0.07050534855396758,0.04613169142251179,low (complex/noisy),34.05510559439038,4,3,0.9968632371392723,highly intact (one main component)
valve_0007_lidar_classes.ply,6,268,medium,0.17020443971343827,0.8728718127649244,volumetric,1.9376971767092963,slightly curved,0.05516894682205157,0.032386974490582324,medium (cylindrical/spherical),26.49347354474068,28,12,0.13059701492537312,fragmented or many components
valve_0007_lidar_classes.ply,7,66,low,0.18395588745541427,0.8316602510677326,linear,21.07742145460699,slightly curved,0.05195920546156055,0.034458334115560256,low (complex/noisy),31.63292174301393,4,1,0.8181818181818182,mostly intact with small outliers
